anomaly_index,action_type,target,reason,severity,severity_value,params
881,log,system,Anomaly detected: file added to the system.,LOW,1,"{'event_desc': 'file added to the system.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 15:02:56.240000+0000', tz='UTC'), 'anomaly_score': -46.964277317637766}"
882,log,system,Anomaly detected: file added to the system.,LOW,1,"{'event_desc': 'file added to the system.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 15:02:56.306000+0000', tz='UTC'), 'anomaly_score': -45.40596898245647}"
883,log,system,Anomaly detected: file added to the system.,LOW,1,"{'event_desc': 'file added to the system.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 15:02:56.325000+0000', tz='UTC'), 'anomaly_score': -46.84686300235747}"
884,log,system,Anomaly detected: file added to the system.,LOW,1,"{'event_desc': 'file added to the system.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 15:02:56.350000+0000', tz='UTC'), 'anomaly_score': -45.40521601071366}"
885,log,system,Anomaly detected: file added to the system.,LOW,1,"{'event_desc': 'file added to the system.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 15:02:56.353000+0000', tz='UTC'), 'anomaly_score': -45.40521603817704}"
886,log,system,Anomaly detected: integrity checksum changed.,MEDIUM,2,"{'event_desc': 'integrity checksum changed.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 15:02:56.376000+0000', tz='UTC'), 'anomaly_score': -39.6587153874218}"
886,alert,security_team,BENIGN detected: integrity checksum changed.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'integrity checksum changed.', 'agent': 'wazuh-server', 'src_ip': None, 'dst_ip': None, 'confidence': 0.97}"
887,log,system,Anomaly detected: integrity checksum changed.,MEDIUM,2,"{'event_desc': 'integrity checksum changed.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 15:02:56.540000+0000', tz='UTC'), 'anomaly_score': -40.10952154511719}"
887,alert,security_team,BENIGN detected: integrity checksum changed.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'integrity checksum changed.', 'agent': 'wazuh-server', 'src_ip': None, 'dst_ip': None, 'confidence': 0.97}"
888,log,system,Anomaly detected: integrity checksum changed.,MEDIUM,2,"{'event_desc': 'integrity checksum changed.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 15:02:56.644000+0000', tz='UTC'), 'anomaly_score': -41.01974931272911}"
888,alert,security_team,BENIGN detected: integrity checksum changed.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'integrity checksum changed.', 'agent': 'wazuh-server', 'src_ip': None, 'dst_ip': None, 'confidence': 0.97}"
889,log,system,Anomaly detected: integrity checksum changed.,MEDIUM,2,"{'event_desc': 'integrity checksum changed.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 15:02:56.829000+0000', tz='UTC'), 'anomaly_score': -40.772721422277975}"
889,alert,security_team,BENIGN detected: integrity checksum changed.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'integrity checksum changed.', 'agent': 'wazuh-server', 'src_ip': None, 'dst_ip': None, 'confidence': 0.97}"
890,log,system,Anomaly detected: integrity checksum changed.,MEDIUM,2,"{'event_desc': 'integrity checksum changed.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 15:02:56.846000+0000', tz='UTC'), 'anomaly_score': -40.39224108348011}"
890,alert,security_team,BENIGN detected: integrity checksum changed.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'integrity checksum changed.', 'agent': 'wazuh-server', 'src_ip': None, 'dst_ip': None, 'confidence': 0.97}"
891,log,system,Anomaly detected: integrity checksum changed.,MEDIUM,2,"{'event_desc': 'integrity checksum changed.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 15:02:56.898000+0000', tz='UTC'), 'anomaly_score': -40.174956870349085}"
891,alert,security_team,BENIGN detected: integrity checksum changed.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'integrity checksum changed.', 'agent': 'wazuh-server', 'src_ip': None, 'dst_ip': None, 'confidence': 0.97}"
892,log,system,Anomaly detected: integrity checksum changed.,MEDIUM,2,"{'event_desc': 'integrity checksum changed.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 15:02:56.903000+0000', tz='UTC'), 'anomaly_score': -40.765366320009925}"
892,alert,security_team,BENIGN detected: integrity checksum changed.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'integrity checksum changed.', 'agent': 'wazuh-server', 'src_ip': None, 'dst_ip': None, 'confidence': 0.97}"
893,log,system,Anomaly detected: file deleted.,MEDIUM,2,"{'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 15:02:57.191000+0000', tz='UTC'), 'anomaly_score': -43.60289375898138}"
893,alert,security_team,BENIGN detected: file deleted.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'src_ip': None, 'dst_ip': None, 'confidence': 0.95}"
894,log,system,Anomaly detected: file deleted.,MEDIUM,2,"{'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 15:02:58.191000+0000', tz='UTC'), 'anomaly_score': -43.603167159248834}"
894,alert,security_team,BENIGN detected: file deleted.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'src_ip': None, 'dst_ip': None, 'confidence': 0.95}"
895,log,system,Anomaly detected: file deleted.,MEDIUM,2,"{'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 15:02:58.193000+0000', tz='UTC'), 'anomaly_score': -43.60724807196306}"
895,alert,security_team,BENIGN detected: file deleted.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'src_ip': None, 'dst_ip': None, 'confidence': 0.95}"
896,log,system,Anomaly detected: file deleted.,MEDIUM,2,"{'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 15:02:58.193000+0000', tz='UTC'), 'anomaly_score': -43.60628947198758}"
896,alert,security_team,BENIGN detected: file deleted.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'src_ip': None, 'dst_ip': None, 'confidence': 0.95}"
897,log,system,Anomaly detected: systemd: service exited due to a failure.,LOW,1,"{'event_desc': 'systemd: service exited due to a failure.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 15:03:06.419000+0000', tz='UTC'), 'anomaly_score': -12.867621206398596}"
898,log,system,Anomaly detected: suricata: alert - gpl icmp ping *nix,LOW,1,"{'event_desc': 'suricata: alert - gpl icmp ping *nix', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-28 15:16:24.695000+0000', tz='UTC'), 'anomaly_score': -13.915889645697186}"
899,log,system,Anomaly detected: suricata: alert - gpl icmp ping *nix,LOW,1,"{'event_desc': 'suricata: alert - gpl icmp ping *nix', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-28 15:16:26.709000+0000', tz='UTC'), 'anomaly_score': -10.129740081560145}"
900,log,system,Anomaly detected: suricata: alert - gpl icmp ping *nix,LOW,1,"{'event_desc': 'suricata: alert - gpl icmp ping *nix', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-28 15:16:26.709000+0000', tz='UTC'), 'anomaly_score': -8.774008711621509}"
901,log,system,Anomaly detected: sshd: authentication failed.,HIGH,3,"{'event_desc': 'sshd: authentication failed.', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-28 15:17:00.970000+0000', tz='UTC'), 'anomaly_score': -17.281040376533312}"
901,alert,security_team,BRUTE_FORCE detected: sshd: authentication failed.,HIGH,3,"{'attack_type': 'brute_force', 'event_desc': 'sshd: authentication failed.', 'agent': 'pfsense.home.arpa', 'src_ip': None, 'dst_ip': None, 'confidence': 0.61}"
903,log,system,Anomaly detected: sshd: authentication failed.,HIGH,3,"{'event_desc': 'sshd: authentication failed.', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-28 15:17:33.212000+0000', tz='UTC'), 'anomaly_score': -17.279836979828698}"
903,alert,security_team,BRUTE_FORCE detected: sshd: authentication failed.,HIGH,3,"{'attack_type': 'brute_force', 'event_desc': 'sshd: authentication failed.', 'agent': 'pfsense.home.arpa', 'src_ip': None, 'dst_ip': None, 'confidence': 0.61}"
904,log,system,Anomaly detected: sshd: authentication failed.,HIGH,3,"{'event_desc': 'sshd: authentication failed.', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-28 15:17:33.214000+0000', tz='UTC'), 'anomaly_score': -17.27631580705685}"
904,alert,security_team,BRUTE_FORCE detected: sshd: authentication failed.,HIGH,3,"{'attack_type': 'brute_force', 'event_desc': 'sshd: authentication failed.', 'agent': 'pfsense.home.arpa', 'src_ip': None, 'dst_ip': None, 'confidence': 0.61}"
905,log,system,Anomaly detected: suricata: alert - et scan potential ssh scan,MEDIUM,2,"{'event_desc': 'suricata: alert - et scan potential ssh scan', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-28 15:17:59.409000+0000', tz='UTC'), 'anomaly_score': -24.716115191948813}"
905,alert,security_team,PORT_SCAN detected: suricata: alert - et scan potential ssh scan,MEDIUM,2,"{'attack_type': 'port_scan', 'event_desc': 'suricata: alert - et scan potential ssh scan', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.1', 'dst_ip': '192.168.180.129', 'confidence': 0.45}"
907,log,system,Anomaly detected: suricata: alert - et scan potential ssh scan,MEDIUM,2,"{'event_desc': 'suricata: alert - et scan potential ssh scan', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-28 15:20:10.371000+0000', tz='UTC'), 'anomaly_score': -24.78276092468469}"
907,alert,security_team,PORT_SCAN detected: suricata: alert - et scan potential ssh scan,MEDIUM,2,"{'attack_type': 'port_scan', 'event_desc': 'suricata: alert - et scan potential ssh scan', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.1', 'dst_ip': '192.168.180.129', 'confidence': 0.5}"
909,log,system,Anomaly detected: syslogd exiting (logging stopped).,LOW,1,"{'event_desc': 'syslogd exiting (logging stopped).', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-28 15:47:18.372000+0000', tz='UTC'), 'anomaly_score': -10.245295536428365}"
919,log,system,Anomaly detected: apparmor denied mknod operation.,LOW,1,"{'event_desc': 'apparmor denied mknod operation.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-29 00:15:27.393000+0000', tz='UTC'), 'anomaly_score': -9.075353167765972}"
917,log,system,Anomaly detected: apparmor denied mknod operation.,LOW,1,"{'event_desc': 'apparmor denied mknod operation.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-29 00:15:27.393000+0000', tz='UTC'), 'anomaly_score': -6.967491124076964}"
916,log,system,Anomaly detected: apparmor denied mknod operation.,LOW,1,"{'event_desc': 'apparmor denied mknod operation.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-29 00:15:27.393000+0000', tz='UTC'), 'anomaly_score': -6.967491124076964}"
915,log,system,Anomaly detected: apparmor denied mknod operation.,LOW,1,"{'event_desc': 'apparmor denied mknod operation.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-29 00:15:27.393000+0000', tz='UTC'), 'anomaly_score': -6.967491124076964}"
918,log,system,Anomaly detected: apparmor denied mknod operation.,LOW,1,"{'event_desc': 'apparmor denied mknod operation.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-29 00:15:27.393000+0000', tz='UTC'), 'anomaly_score': -6.967491124076964}"
913,log,system,Anomaly detected: apparmor denied mknod operation.,LOW,1,"{'event_desc': 'apparmor denied mknod operation.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-29 00:15:27.393000+0000', tz='UTC'), 'anomaly_score': -6.967491124076964}"
910,log,system,Anomaly detected: apparmor denied mknod operation.,LOW,1,"{'event_desc': 'apparmor denied mknod operation.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-29 00:15:27.393000+0000', tz='UTC'), 'anomaly_score': -6.967491124076964}"
914,log,system,Anomaly detected: apparmor denied mknod operation.,LOW,1,"{'event_desc': 'apparmor denied mknod operation.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-29 00:15:27.393000+0000', tz='UTC'), 'anomaly_score': -6.967491124076964}"
912,log,system,Anomaly detected: apparmor denied mknod operation.,LOW,1,"{'event_desc': 'apparmor denied mknod operation.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-29 00:15:27.393000+0000', tz='UTC'), 'anomaly_score': -6.967491124076964}"
911,log,system,Anomaly detected: apparmor denied mknod operation.,LOW,1,"{'event_desc': 'apparmor denied mknod operation.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-29 00:15:27.393000+0000', tz='UTC'), 'anomaly_score': -6.967491124076964}"
920,log,system,Anomaly detected: systemd: service exited due to a failure.,LOW,1,"{'event_desc': 'systemd: service exited due to a failure.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-29 00:15:31.395000+0000', tz='UTC'), 'anomaly_score': -14.937772755932292}"
921,log,system,Anomaly detected: sshd: authentication success.,LOW,1,"{'event_desc': 'sshd: authentication success.', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-29 00:16:20.487000+0000', tz='UTC'), 'anomaly_score': -5.950770333642027}"
922,log,system,Anomaly detected: integrity checksum changed.,MEDIUM,2,"{'event_desc': 'integrity checksum changed.', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-29 00:16:51.404000+0000', tz='UTC'), 'anomaly_score': -37.72318238798431}"
922,alert,security_team,BENIGN detected: integrity checksum changed.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'integrity checksum changed.', 'agent': 'pfsense.home.arpa', 'src_ip': None, 'dst_ip': None, 'confidence': 0.84}"
928,log,system,Anomaly detected: integrity checksum changed.,MEDIUM,2,"{'event_desc': 'integrity checksum changed.', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-29 00:16:51.422000+0000', tz='UTC'), 'anomaly_score': -37.81354013943595}"
928,alert,security_team,BENIGN detected: integrity checksum changed.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'integrity checksum changed.', 'agent': 'pfsense.home.arpa', 'src_ip': None, 'dst_ip': None, 'confidence': 0.85}"
931,log,system,Anomaly detected: integrity checksum changed.,MEDIUM,2,"{'event_desc': 'integrity checksum changed.', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-29 00:16:51.435000+0000', tz='UTC'), 'anomaly_score': -38.14507965792894}"
931,alert,security_team,BENIGN detected: integrity checksum changed.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'integrity checksum changed.', 'agent': 'pfsense.home.arpa', 'src_ip': None, 'dst_ip': None, 'confidence': 0.83}"
932,log,system,Anomaly detected: integrity checksum changed.,MEDIUM,2,"{'event_desc': 'integrity checksum changed.', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-29 00:16:51.435000+0000', tz='UTC'), 'anomaly_score': -37.16855668973064}"
932,alert,security_team,BENIGN detected: integrity checksum changed.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'integrity checksum changed.', 'agent': 'pfsense.home.arpa', 'src_ip': None, 'dst_ip': None, 'confidence': 0.84}"
933,log,system,Anomaly detected: host-based anomaly detection event (rootcheck).,MEDIUM,2,"{'event_desc': 'host-based anomaly detection event (rootcheck).', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-29 00:16:51.478000+0000', tz='UTC'), 'anomaly_score': -22.972679630027724}"
933,alert,security_team,BENIGN detected: host-based anomaly detection event (rootcheck).,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'host-based anomaly detection event (rootcheck).', 'agent': 'pfsense.home.arpa', 'src_ip': None, 'dst_ip': None, 'confidence': 0.74}"
940,log,system,Anomaly detected: apparmor denied mknod operation.,LOW,1,"{'event_desc': 'apparmor denied mknod operation.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-11-03 14:44:50.419000+0000', tz='UTC'), 'anomaly_score': -29.69558268170177}"
944,log,system,Anomaly detected: log file rotated.,LOW,1,"{'event_desc': 'log file rotated.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-11-03 14:45:33.260000+0000', tz='UTC'), 'anomaly_score': -17.22862368387128}"
967,log,system,Anomaly detected: new dpkg (debian package) installed.,MEDIUM,2,"{'event_desc': 'new dpkg (debian package) installed.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-11-03 14:45:34.362000+0000', tz='UTC'), 'anomaly_score': -17.511854455786594}"
967,alert,security_team,BENIGN detected: new dpkg (debian package) installed.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'new dpkg (debian package) installed.', 'agent': 'wazuh-server', 'src_ip': None, 'dst_ip': None, 'confidence': 0.81}"
977,log,system,Anomaly detected: dpkg (debian package) half configured.,MEDIUM,2,"{'event_desc': 'dpkg (debian package) half configured.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-11-03 14:45:34.363000+0000', tz='UTC'), 'anomaly_score': -9.522702059437998}"
